timestamp, siteid, sensorid, value
Tue Jan 07 2020 00:00:00 PST,1,1,34
Tue Jan 07 2020 00:00:00 PST,1,2,5
Tue Jan 07 2020 00:00:00 PST,1,3,148
Tue Jan 07 2020 00:00:00 PST,2,1,0
Tue Jan 07 2020 00:00:00 PST,2,2,5
Tue Jan 07 2020 00:00:00 PST,2,3,448
Tue Jan 07 2020 00:00:00 PST,3,1,62
Tue Jan 07 2020 00:00:00 PST,3,2,5
Tue Jan 07 2020 00:00:00 PST,3,3,67
Tue Jan 07 2020 00:00:00 PST,4,1,437
Tue Jan 07 2020 00:00:00 PST,4,2,5
Tue Jan 07 2020 00:00:00 PST,4,3,296
Tue Jan 07 2020 00:15:00 PST,1,1,#ERROR#
Tue Jan 07 2020 00:15:00 PST,1,2,5
Tue Jan 07 2020 00:15:00 PST,1,3,405
Tue Jan 07 2020 00:15:00 PST,2,1,43
Tue Jan 07 2020 00:15:00 PST,2,2,5
Tue Jan 07 2020 00:15:00 PST,2,3,385
Tue Jan 07 2020 00:15:00 PST,3,1,3
Tue Jan 07 2020 00:15:00 PST,3,2,5
Tue Jan 07 2020 00:15:00 PST,3,3,395
Tue Jan 07 2020 00:15:00 PST,4,1,212
Tue Jan 07 2020 00:15:00 PST,4,2,5
Tue Jan 07 2020 00:15:00 PST,4,3,29
Tue Jan 07 2020 00:30:00 PST,1,1,160
Tue Jan 07 2020 00:30:00 PST,1,2,5
Tue Jan 07 2020 00:30:00 PST,1,3,57
Tue Jan 07 2020 00:30:00 PST,2,1,31
Tue Jan 07 2020 00:30:00 PST,2,2,5
Tue Jan 07 2020 00:30:00 PST,2,3,304
Tue Jan 07 2020 00:30:00 PST,3,1,13
Tue Jan 07 2020 00:30:00 PST,3,2,5
Tue Jan 07 2020 00:30:00 PST,3,3,19
Tue Jan 07 2020 00:30:00 PST,4,1,#ERROR#
Tue Jan 07 2020 00:30:00 PST,4,2,5
Tue Jan 07 2020 00:30:00 PST,4,3,312
Tue Jan 07 2020 00:45:00 PST,1,1,448
Tue Jan 07 2020 00:45:00 PST,1,2,5
Tue Jan 07 2020 00:45:00 PST,1,3,47
Tue Jan 07 2020 00:45:00 PST,2,1,130
Tue Jan 07 2020 00:45:00 PST,2,2,5
Tue Jan 07 2020 00:45:00 PST,2,3,49
Tue Jan 07 2020 00:45:00 PST,3,1,448
Tue Jan 07 2020 00:45:00 PST,3,2,5
Tue Jan 07 2020 00:45:00 PST,3,3,206
Tue Jan 07 2020 00:45:00 PST,4,1,20
Tue Jan 07 2020 00:45:00 PST,4,2,5
Tue Jan 07 2020 00:45:00 PST,4,3,17
Tue Jan 07 2020 01:00:00 PST,1,1,206
Tue Jan 07 2020 01:00:00 PST,1,2,7
Tue Jan 07 2020 01:00:00 PST,1,3,157
Tue Jan 07 2020 01:00:00 PST,2,1,244
Tue Jan 07 2020 01:00:00 PST,2,2,7
Tue Jan 07 2020 01:00:00 PST,2,3,178
Tue Jan 07 2020 01:00:00 PST,3,1,106
Tue Jan 07 2020 01:00:00 PST,3,2,7
Tue Jan 07 2020 01:00:00 PST,3,3,82
Tue Jan 07 2020 01:00:00 PST,4,1,20
Tue Jan 07 2020 01:00:00 PST,4,2,#ERROR#
Tue Jan 07 2020 01:00:00 PST,4,3,677
Tue Jan 07 2020 01:15:00 PST,1,1,218
Tue Jan 07 2020 01:15:00 PST,1,2,7
Tue Jan 07 2020 01:15:00 PST,1,3,395
Tue Jan 07 2020 01:15:00 PST,2,1,34
Tue Jan 07 2020 01:15:00 PST,2,2,7
Tue Jan 07 2020 01:15:00 PST,2,3,1
Tue Jan 07 2020 01:15:00 PST,3,1,102
Tue Jan 07 2020 01:15:00 PST,3,2,7
Tue Jan 07 2020 01:15:00 PST,3,3,134
Tue Jan 07 2020 01:15:00 PST,4,1,49
Tue Jan 07 2020 01:15:00 PST,4,2,7
Tue Jan 07 2020 01:15:00 PST,4,3,126
Tue Jan 07 2020 01:30:00 PST,1,1,36
Tue Jan 07 2020 01:30:00 PST,1,2,7
Tue Jan 07 2020 01:30:00 PST,1,3,#ERROR#
Tue Jan 07 2020 01:30:00 PST,2,1,113
Tue Jan 07 2020 01:30:00 PST,2,2,7
Tue Jan 07 2020 01:30:00 PST,2,3,14
Tue Jan 07 2020 01:30:00 PST,3,1,70
Tue Jan 07 2020 01:30:00 PST,3,2,7
Tue Jan 07 2020 01:30:00 PST,3,3,4
Tue Jan 07 2020 01:30:00 PST,4,1,10
Tue Jan 07 2020 01:30:00 PST,4,2,7
Tue Jan 07 2020 01:30:00 PST,4,3,110
Tue Jan 07 2020 01:45:00 PST,1,1,190
Tue Jan 07 2020 01:45:00 PST,1,2,7
Tue Jan 07 2020 01:45:00 PST,1,3,426
Tue Jan 07 2020 01:45:00 PST,2,1,5
Tue Jan 07 2020 01:45:00 PST,2,2,7
Tue Jan 07 2020 01:45:00 PST,2,3,296
Tue Jan 07 2020 01:45:00 PST,3,1,43
Tue Jan 07 2020 01:45:00 PST,3,2,#ERROR#
Tue Jan 07 2020 01:45:00 PST,3,3,79
Tue Jan 07 2020 01:45:00 PST,4,1,117
Tue Jan 07 2020 01:45:00 PST,4,2,7
Tue Jan 07 2020 01:45:00 PST,4,3,95
Tue Jan 07 2020 02:00:00 PST,1,1,416
Tue Jan 07 2020 02:00:00 PST,1,2,7
Tue Jan 07 2020 02:00:00 PST,1,3,212
Tue Jan 07 2020 02:00:00 PST,2,1,385
Tue Jan 07 2020 02:00:00 PST,2,2,7
Tue Jan 07 2020 02:00:00 PST,2,3,#NA#
Tue Jan 07 2020 02:00:00 PST,3,1,395
Tue Jan 07 2020 02:00:00 PST,3,2,7
Tue Jan 07 2020 02:00:00 PST,3,3,-16
Tue Jan 07 2020 02:00:00 PST,4,1,#ERROR#
Tue Jan 07 2020 02:00:00 PST,4,2,7
Tue Jan 07 2020 02:00:00 PST,4,3,110
Tue Jan 07 2020 02:15:00 PST,1,1,134
Tue Jan 07 2020 02:15:00 PST,1,2,8
Tue Jan 07 2020 02:15:00 PST,1,3,85
Tue Jan 07 2020 02:15:00 PST,2,1,126
Tue Jan 07 2020 02:15:00 PST,2,2,8
Tue Jan 07 2020 02:15:00 PST,2,3,10
Tue Jan 07 2020 02:15:00 PST,3,1,143
Tue Jan 07 2020 02:15:00 PST,3,2,8
Tue Jan 07 2020 02:15:00 PST,3,3,172
Tue Jan 07 2020 02:15:00 PST,4,1,126
Tue Jan 07 2020 02:15:00 PST,4,2,8
Tue Jan 07 2020 02:15:00 PST,4,3,95
Tue Jan 07 2020 02:30:00 PST,1,1,183
Tue Jan 07 2020 02:30:00 PST,1,2,8
Tue Jan 07 2020 02:30:00 PST,1,3,43
Tue Jan 07 2020 02:30:00 PST,2,1,356
Tue Jan 07 2020 02:30:00 PST,2,2,8
Tue Jan 07 2020 02:30:00 PST,2,3,448
Tue Jan 07 2020 02:30:00 PST,3,1,45
Tue Jan 07 2020 02:30:00 PST,3,2,8
Tue Jan 07 2020 02:30:00 PST,3,3,20
Tue Jan 07 2020 02:30:00 PST,4,1,3
Tue Jan 07 2020 02:30:00 PST,4,2,8
Tue Jan 07 2020 02:30:00 PST,4,3,106
Tue Jan 07 2020 02:45:00 PST,1,1,437
Tue Jan 07 2020 02:45:00 PST,1,2,8
Tue Jan 07 2020 02:45:00 PST,1,3,3
Tue Jan 07 2020 02:45:00 PST,2,1,117
Tue Jan 07 2020 02:45:00 PST,2,2,8
Tue Jan 07 2020 02:45:00 PST,2,3,54
Tue Jan 07 2020 02:45:00 PST,3,1,62
Tue Jan 07 2020 02:45:00 PST,3,2,8
Tue Jan 07 2020 02:45:00 PST,3,3,194
Tue Jan 07 2020 02:45:00 PST,4,1,157
Tue Jan 07 2020 02:45:00 PST,4,2,8
Tue Jan 07 2020 02:45:00 PST,4,3,#NA#
Tue Jan 07 2020 03:00:00 PST,1,1,29
Tue Jan 07 2020 03:00:00 PST,1,2,8
Tue Jan 07 2020 03:00:00 PST,1,3,426
Tue Jan 07 2020 03:00:00 PST,2,1,178
Tue Jan 07 2020 03:00:00 PST,2,2,8
Tue Jan 07 2020 03:00:00 PST,2,3,14
Tue Jan 07 2020 03:00:00 PST,3,1,304
Tue Jan 07 2020 03:00:00 PST,3,2,8
Tue Jan 07 2020 03:00:00 PST,3,3,206
Tue Jan 07 2020 03:00:00 PST,4,1,395
Tue Jan 07 2020 03:00:00 PST,4,2,8
Tue Jan 07 2020 03:00:00 PST,4,3,73
Tue Jan 07 2020 03:15:00 PST,1,1,88
Tue Jan 07 2020 03:15:00 PST,1,2,8
Tue Jan 07 2020 03:15:00 PST,1,3,85
Tue Jan 07 2020 03:15:00 PST,2,1,405
Tue Jan 07 2020 03:15:00 PST,2,2,8
Tue Jan 07 2020 03:15:00 PST,2,3,231
Tue Jan 07 2020 03:15:00 PST,3,1,189
Tue Jan 07 2020 03:15:00 PST,3,2,483
Tue Jan 07 2020 03:15:00 PST,3,3,194
Tue Jan 07 2020 03:15:00 PST,4,1,206
Tue Jan 07 2020 03:15:00 PST,4,2,8
Tue Jan 07 2020 03:15:00 PST,4,3,375
Tue Jan 07 2020 03:30:00 PST,1,1,-38
Tue Jan 07 2020 03:30:00 PST,1,2,9
Tue Jan 07 2020 03:30:00 PST,1,3,9
Tue Jan 07 2020 03:30:00 PST,2,1,102
Tue Jan 07 2020 03:30:00 PST,2,2,9
Tue Jan 07 2020 03:30:00 PST,2,3,385
Tue Jan 07 2020 03:30:00 PST,3,1,25
Tue Jan 07 2020 03:30:00 PST,3,2,9
Tue Jan 07 2020 03:30:00 PST,3,3,266
Tue Jan 07 2020 03:30:00 PST,4,1,172
Tue Jan 07 2020 03:30:00 PST,4,2,9
Tue Jan 07 2020 03:30:00 PST,4,3,426
Tue Jan 07 2020 03:45:00 PST,1,1,32
Tue Jan 07 2020 03:45:00 PST,1,2,9
Tue Jan 07 2020 03:45:00 PST,1,3,29
Tue Jan 07 2020 03:45:00 PST,2,1,67
Tue Jan 07 2020 03:45:00 PST,2,2,9
Tue Jan 07 2020 03:45:00 PST,2,3,14
Tue Jan 07 2020 03:45:00 PST,3,1,14
Tue Jan 07 2020 03:45:00 PST,3,2,9
Tue Jan 07 2020 03:45:00 PST,3,3,288
Tue Jan 07 2020 03:45:00 PST,4,1,231
Tue Jan 07 2020 03:45:00 PST,4,2,9
Tue Jan 07 2020 03:45:00 PST,4,3,162
Tue Jan 07 2020 04:00:00 PST,1,1,#ERROR#
Tue Jan 07 2020 04:00:00 PST,1,2,9
Tue Jan 07 2020 04:00:00 PST,1,3,172
Tue Jan 07 2020 04:00:00 PST,2,1,206
Tue Jan 07 2020 04:00:00 PST,2,2,9
Tue Jan 07 2020 04:00:00 PST,2,3,356
Tue Jan 07 2020 04:00:00 PST,3,1,113
Tue Jan 07 2020 04:00:00 PST,3,2,9
Tue Jan 07 2020 04:00:00 PST,3,3,110
Tue Jan 07 2020 04:00:00 PST,4,1,-18
Tue Jan 07 2020 04:00:00 PST,4,2,9
Tue Jan 07 2020 04:00:00 PST,4,3,312
Tue Jan 07 2020 04:15:00 PST,1,1,79
Tue Jan 07 2020 04:15:00 PST,1,2,9
Tue Jan 07 2020 04:15:00 PST,1,3,14
Tue Jan 07 2020 04:15:00 PST,2,1,448
Tue Jan 07 2020 04:15:00 PST,2,2,9
Tue Jan 07 2020 04:15:00 PST,2,3,152
Tue Jan 07 2020 04:15:00 PST,3,1,189
Tue Jan 07 2020 04:15:00 PST,3,2,9
Tue Jan 07 2020 04:15:00 PST,3,3,405
Tue Jan 07 2020 04:15:00 PST,4,1,329
Tue Jan 07 2020 04:15:00 PST,4,2,9
Tue Jan 07 2020 04:15:00 PST,4,3,385
Tue Jan 07 2020 04:30:00 PST,1,1,238
Tue Jan 07 2020 04:30:00 PST,1,2,9
Tue Jan 07 2020 04:30:00 PST,1,3,19
Tue Jan 07 2020 04:30:00 PST,2,1,24
Tue Jan 07 2020 04:30:00 PST,2,2,9
Tue Jan 07 2020 04:30:00 PST,2,3,143
Tue Jan 07 2020 04:30:00 PST,3,1,366
Tue Jan 07 2020 04:30:00 PST,3,2,#ERROR#
Tue Jan 07 2020 04:30:00 PST,3,3,281
Tue Jan 07 2020 04:30:00 PST,4,1,49
Tue Jan 07 2020 04:30:00 PST,4,2,9
Tue Jan 07 2020 04:30:00 PST,4,3,10
Tue Jan 07 2020 04:45:00 PST,1,1,95
Tue Jan 07 2020 04:45:00 PST,1,2,10
Tue Jan 07 2020 04:45:00 PST,1,3,32
Tue Jan 07 2020 04:45:00 PST,2,1,448
Tue Jan 07 2020 04:45:00 PST,2,2,10
Tue Jan 07 2020 04:45:00 PST,2,3,13
Tue Jan 07 2020 04:45:00 PST,3,1,193
Tue Jan 07 2020 04:45:00 PST,3,2,10
Tue Jan 07 2020 04:45:00 PST,3,3,17
Tue Jan 07 2020 04:45:00 PST,4,1,296
Tue Jan 07 2020 04:45:00 PST,4,2,10
Tue Jan 07 2020 04:45:00 PST,4,3,67
Tue Jan 07 2020 05:00:00 PST,1,1,304
Tue Jan 07 2020 05:00:00 PST,1,2,10
Tue Jan 07 2020 05:00:00 PST,1,3,#ERROR#
Tue Jan 07 2020 05:00:00 PST,2,1,281
Tue Jan 07 2020 05:00:00 PST,2,2,10
Tue Jan 07 2020 05:00:00 PST,2,3,189
Tue Jan 07 2020 05:00:00 PST,3,1,1
Tue Jan 07 2020 05:00:00 PST,3,2,10
Tue Jan 07 2020 05:00:00 PST,3,3,366
Tue Jan 07 2020 05:00:00 PST,4,1,99
Tue Jan 07 2020 05:00:00 PST,4,2,10
Tue Jan 07 2020 05:00:00 PST,4,3,10
Tue Jan 07 2020 05:15:00 PST,1,1,99
Tue Jan 07 2020 05:15:00 PST,1,2,10
Tue Jan 07 2020 05:15:00 PST,1,3,5
Tue Jan 07 2020 05:15:00 PST,2,1,395
Tue Jan 07 2020 05:15:00 PST,2,2,10
Tue Jan 07 2020 05:15:00 PST,2,3,34
Tue Jan 07 2020 05:15:00 PST,3,1,200
Tue Jan 07 2020 05:15:00 PST,3,2,10
Tue Jan 07 2020 05:15:00 PST,3,3,148
Tue Jan 07 2020 05:15:00 PST,4,1,70
Tue Jan 07 2020 05:15:00 PST,4,2,10
Tue Jan 07 2020 05:15:00 PST,4,3,338
Tue Jan 07 2020 05:30:00 PST,1,1,#ERROR#
Tue Jan 07 2020 05:30:00 PST,1,2,10
Tue Jan 07 2020 05:30:00 PST,1,3,288
Tue Jan 07 2020 05:30:00 PST,2,1,85
Tue Jan 07 2020 05:30:00 PST,2,2,10
Tue Jan 07 2020 05:30:00 PST,2,3,200
Tue Jan 07 2020 05:30:00 PST,3,1,99
Tue Jan 07 2020 05:30:00 PST,3,2,#ERROR#
Tue Jan 07 2020 05:30:00 PST,3,3,#NA#
Tue Jan 07 2020 05:30:00 PST,4,1,20
Tue Jan 07 2020 05:30:00 PST,4,2,10
Tue Jan 07 2020 05:30:00 PST,4,3,178
Tue Jan 07 2020 05:45:00 PST,1,1,2
Tue Jan 07 2020 05:45:00 PST,1,2,10
Tue Jan 07 2020 05:45:00 PST,1,3,178
Tue Jan 07 2020 05:45:00 PST,2,1,172
Tue Jan 07 2020 05:45:00 PST,2,2,10
Tue Jan 07 2020 05:45:00 PST,2,3,#ERROR#
Tue Jan 07 2020 05:45:00 PST,3,1,121
Tue Jan 07 2020 05:45:00 PST,3,2,10
Tue Jan 07 2020 05:45:00 PST,3,3,-13
Tue Jan 07 2020 05:45:00 PST,4,1,27
Tue Jan 07 2020 05:45:00 PST,4,2,10
Tue Jan 07 2020 05:45:00 PST,4,3,366
Tue Jan 07 2020 06:00:00 PST,1,1,#NA#
Tue Jan 07 2020 06:00:00 PST,1,2,12
Tue Jan 07 2020 06:00:00 PST,1,3,14
Tue Jan 07 2020 06:00:00 PST,2,1,218
Tue Jan 07 2020 06:00:00 PST,2,2,12
Tue Jan 07 2020 06:00:00 PST,2,3,231
Tue Jan 07 2020 06:00:00 PST,3,1,162
Tue Jan 07 2020 06:00:00 PST,3,2,12
Tue Jan 07 2020 06:00:00 PST,3,3,14
Tue Jan 07 2020 06:00:00 PST,4,1,102
Tue Jan 07 2020 06:00:00 PST,4,2,12
Tue Jan 07 2020 06:00:00 PST,4,3,67
Tue Jan 07 2020 06:15:00 PST,1,1,130
Tue Jan 07 2020 06:15:00 PST,1,2,12
Tue Jan 07 2020 06:15:00 PST,1,3,1
Tue Jan 07 2020 06:15:00 PST,2,1,5
Tue Jan 07 2020 06:15:00 PST,2,2,156
Tue Jan 07 2020 06:15:00 PST,2,3,157
Tue Jan 07 2020 06:15:00 PST,3,1,29
Tue Jan 07 2020 06:15:00 PST,3,2,12
Tue Jan 07 2020 06:15:00 PST,3,3,5
Tue Jan 07 2020 06:15:00 PST,4,1,167
Tue Jan 07 2020 06:15:00 PST,4,2,12
Tue Jan 07 2020 06:15:00 PST,4,3,405
Tue Jan 07 2020 06:30:00 PST,1,1,437
Tue Jan 07 2020 06:30:00 PST,1,2,12
Tue Jan 07 2020 06:30:00 PST,1,3,110
Tue Jan 07 2020 06:30:00 PST,2,1,366
Tue Jan 07 2020 06:30:00 PST,2,2,12
Tue Jan 07 2020 06:30:00 PST,2,3,1
Tue Jan 07 2020 06:30:00 PST,3,1,312
Tue Jan 07 2020 06:30:00 PST,3,2,12
Tue Jan 07 2020 06:30:00 PST,3,3,416
Tue Jan 07 2020 06:30:00 PST,4,1,38
Tue Jan 07 2020 06:30:00 PST,4,2,12
Tue Jan 07 2020 06:30:00 PST,4,3,304
Tue Jan 07 2020 06:45:00 PST,1,1,38
Tue Jan 07 2020 06:45:00 PST,1,2,12
Tue Jan 07 2020 06:45:00 PST,1,3,73
Tue Jan 07 2020 06:45:00 PST,2,1,52
Tue Jan 07 2020 06:45:00 PST,2,2,12
Tue Jan 07 2020 06:45:00 PST,2,3,4
Tue Jan 07 2020 06:45:00 PST,3,1,183
Tue Jan 07 2020 06:45:00 PST,3,2,459
Tue Jan 07 2020 06:45:00 PST,3,3,-57
Tue Jan 07 2020 06:45:00 PST,4,1,194
Tue Jan 07 2020 06:45:00 PST,4,2,12
Tue Jan 07 2020 06:45:00 PST,4,3,-7
Tue Jan 07 2020 07:00:00 PST,1,1,13
Tue Jan 07 2020 07:00:00 PST,1,2,12
Tue Jan 07 2020 07:00:00 PST,1,3,194
Tue Jan 07 2020 07:00:00 PST,2,1,356
Tue Jan 07 2020 07:00:00 PST,2,2,12
Tue Jan 07 2020 07:00:00 PST,2,3,304
Tue Jan 07 2020 07:00:00 PST,3,1,288
Tue Jan 07 2020 07:00:00 PST,3,2,12
Tue Jan 07 2020 07:00:00 PST,3,3,10
Tue Jan 07 2020 07:00:00 PST,4,1,218
Tue Jan 07 2020 07:00:00 PST,4,2,12
Tue Jan 07 2020 07:00:00 PST,4,3,20
Tue Jan 07 2020 07:15:00 PST,1,1,157
Tue Jan 07 2020 07:15:00 PST,1,2,13
Tue Jan 07 2020 07:15:00 PST,1,3,162
Tue Jan 07 2020 07:15:00 PST,2,1,212
Tue Jan 07 2020 07:15:00 PST,2,2,13
Tue Jan 07 2020 07:15:00 PST,2,3,#NA#
Tue Jan 07 2020 07:15:00 PST,3,1,110
Tue Jan 07 2020 07:15:00 PST,3,2,13
Tue Jan 07 2020 07:15:00 PST,3,3,67
Tue Jan 07 2020 07:15:00 PST,4,1,218
Tue Jan 07 2020 07:15:00 PST,4,2,13
Tue Jan 07 2020 07:15:00 PST,4,3,258
Tue Jan 07 2020 07:30:00 PST,1,1,130
Tue Jan 07 2020 07:30:00 PST,1,2,13
Tue Jan 07 2020 07:30:00 PST,1,3,244
Tue Jan 07 2020 07:30:00 PST,2,1,82
Tue Jan 07 2020 07:30:00 PST,2,2,13
Tue Jan 07 2020 07:30:00 PST,2,3,73
Tue Jan 07 2020 07:30:00 PST,3,1,194
Tue Jan 07 2020 07:30:00 PST,3,2,13
Tue Jan 07 2020 07:30:00 PST,3,3,38
Tue Jan 07 2020 07:30:00 PST,4,1,13
Tue Jan 07 2020 07:30:00 PST,4,2,1094
Tue Jan 07 2020 07:30:00 PST,4,3,38
Tue Jan 07 2020 07:45:00 PST,1,1,5
Tue Jan 07 2020 07:45:00 PST,1,2,13
Tue Jan 07 2020 07:45:00 PST,1,3,25
Tue Jan 07 2020 07:45:00 PST,2,1,162
Tue Jan 07 2020 07:45:00 PST,2,2,13
Tue Jan 07 2020 07:45:00 PST,2,3,218
Tue Jan 07 2020 07:45:00 PST,3,1,416
Tue Jan 07 2020 07:45:00 PST,3,2,13
Tue Jan 07 2020 07:45:00 PST,3,3,172
Tue Jan 07 2020 07:45:00 PST,4,1,3
Tue Jan 07 2020 07:45:00 PST,4,2,13
Tue Jan 07 2020 07:45:00 PST,4,3,20
Tue Jan 07 2020 08:00:00 PST,1,1,167
Tue Jan 07 2020 08:00:00 PST,1,2,13
Tue Jan 07 2020 08:00:00 PST,1,3,288
Tue Jan 07 2020 08:00:00 PST,2,1,95
Tue Jan 07 2020 08:00:00 PST,2,2,13
Tue Jan 07 2020 08:00:00 PST,2,3,2
Tue Jan 07 2020 08:00:00 PST,3,1,121
Tue Jan 07 2020 08:00:00 PST,3,2,13
Tue Jan 07 2020 08:00:00 PST,3,3,356
Tue Jan 07 2020 08:00:00 PST,4,1,347
Tue Jan 07 2020 08:00:00 PST,4,2,13
Tue Jan 07 2020 08:00:00 PST,4,3,45
Tue Jan 07 2020 08:15:00 PST,1,1,2
Tue Jan 07 2020 08:15:00 PST,1,2,13
Tue Jan 07 2020 08:15:00 PST,1,3,76
Tue Jan 07 2020 08:15:00 PST,2,1,312
Tue Jan 07 2020 08:15:00 PST,2,2,13
Tue Jan 07 2020 08:15:00 PST,2,3,70
Tue Jan 07 2020 08:15:00 PST,3,1,31
Tue Jan 07 2020 08:15:00 PST,3,2,13
Tue Jan 07 2020 08:15:00 PST,3,3,375
Tue Jan 07 2020 08:15:00 PST,4,1,22
Tue Jan 07 2020 08:15:00 PST,4,2,13
Tue Jan 07 2020 08:15:00 PST,4,3,212
Tue Jan 07 2020 08:30:00 PST,1,1,110
Tue Jan 07 2020 08:30:00 PST,1,2,14
Tue Jan 07 2020 08:30:00 PST,1,3,110
Tue Jan 07 2020 08:30:00 PST,2,1,162
Tue Jan 07 2020 08:30:00 PST,2,2,14
Tue Jan 07 2020 08:30:00 PST,2,3,106
Tue Jan 07 2020 08:30:00 PST,3,1,76
Tue Jan 07 2020 08:30:00 PST,3,2,14
Tue Jan 07 2020 08:30:00 PST,3,3,92
Tue Jan 07 2020 08:30:00 PST,4,1,13
Tue Jan 07 2020 08:30:00 PST,4,2,14
Tue Jan 07 2020 08:30:00 PST,4,3,218
Tue Jan 07 2020 08:45:00 PST,1,1,67
Tue Jan 07 2020 08:45:00 PST,1,2,14
Tue Jan 07 2020 08:45:00 PST,1,3,385
Tue Jan 07 2020 08:45:00 PST,2,1,266
Tue Jan 07 2020 08:45:00 PST,2,2,173
Tue Jan 07 2020 08:45:00 PST,2,3,8
Tue Jan 07 2020 08:45:00 PST,3,1,92
Tue Jan 07 2020 08:45:00 PST,3,2,14
Tue Jan 07 2020 08:45:00 PST,3,3,281
Tue Jan 07 2020 08:45:00 PST,4,1,338
Tue Jan 07 2020 08:45:00 PST,4,2,14
Tue Jan 07 2020 08:45:00 PST,4,3,206
Tue Jan 07 2020 09:00:00 PST,1,1,117
Tue Jan 07 2020 09:00:00 PST,1,2,14
Tue Jan 07 2020 09:00:00 PST,1,3,162
Tue Jan 07 2020 09:00:00 PST,2,1,95
Tue Jan 07 2020 09:00:00 PST,2,2,14
Tue Jan 07 2020 09:00:00 PST,2,3,82
Tue Jan 07 2020 09:00:00 PST,3,1,251
Tue Jan 07 2020 09:00:00 PST,3,2,14
Tue Jan 07 2020 09:00:00 PST,3,3,148
Tue Jan 07 2020 09:00:00 PST,4,1,231
Tue Jan 07 2020 09:00:00 PST,4,2,14
Tue Jan 07 2020 09:00:00 PST,4,3,385
Tue Jan 07 2020 09:15:00 PST,1,1,-4
Tue Jan 07 2020 09:15:00 PST,1,2,14
Tue Jan 07 2020 09:15:00 PST,1,3,88
Tue Jan 07 2020 09:15:00 PST,2,1,281
Tue Jan 07 2020 09:15:00 PST,2,2,14
Tue Jan 07 2020 09:15:00 PST,2,3,231
Tue Jan 07 2020 09:15:00 PST,3,1,62
Tue Jan 07 2020 09:15:00 PST,3,2,14
Tue Jan 07 2020 09:15:00 PST,3,3,54
Tue Jan 07 2020 09:15:00 PST,4,1,212
Tue Jan 07 2020 09:15:00 PST,4,2,14
Tue Jan 07 2020 09:15:00 PST,4,3,225
Tue Jan 07 2020 09:30:00 PST,1,1,70
Tue Jan 07 2020 09:30:00 PST,1,2,14
Tue Jan 07 2020 09:30:00 PST,1,3,212
Tue Jan 07 2020 09:30:00 PST,2,1,113
Tue Jan 07 2020 09:30:00 PST,2,2,14
